aspectRatio,autoPlay,background,derivatives,detailUrl,download,mediaObjectId,mediaType,metadata,mimetype,shortName,source_url,title,source_height,scaleFactor_levels,source_size,source_width,resource_url,resource_num,segment_num,id,info,iiif_url,other_name
,,,,,,,,,application/json,,,Lily Mae,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02474b/,0,0,http://www.loc.gov/item/afc1939007_afs02474b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02474b.wav,,,1.0,9142404.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02474b/,0,0,http://www.loc.gov/item/afc1939007_afs02474b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02474a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02474a.mp3,0589F47B7FE401FAE0538C93F02801FA,A,"[""This old world's in a tangle; I'm in the highway, man; Lily Mae"", 'Detroit, MI, November 1, 1938']",application/x-audio,"This old world's in a tangle; I'm in the highway, man; Lily Mae",http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02474a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02474a/,0,0,http://www.loc.gov/item/afc1939007_afs02474a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02474a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02474a/,0,0,http://www.loc.gov/item/afc1939007_afs02474a/,,,
,,,,,,,,,application/json,,,"This old world's in a tangle; I'm in the highway, man; Lily Mae",,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02474a/,0,0,http://www.loc.gov/item/afc1939007_afs02474a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02474a.wav,,,1.0,44236932.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02474a/,0,0,http://www.loc.gov/item/afc1939007_afs02474a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02473b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02473b.mp3,0589F47635B20246E0538C93F0280246,A,"['Unknown title', 'Chicago, IL, October 25, 1938']",application/x-audio,Unknown title,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02473b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02473b/,0,0,http://www.loc.gov/item/afc1939007_afs02473b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02473b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02473b/,0,0,http://www.loc.gov/item/afc1939007_afs02473b/,,,
,,,,,,,,,application/json,,,Unknown title,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02473b/,0,0,http://www.loc.gov/item/afc1939007_afs02473b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02473b.wav,,,1.0,37552260.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02473b/,0,0,http://www.loc.gov/item/afc1939007_afs02473b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02473a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02473a.mp3,0589F4712CE20686E0538C93F0280686,A,"['Unknown title', 'Chicago, IL, October 25, 1938']",application/x-audio,Unknown title,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02473a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02473a/,0,0,http://www.loc.gov/item/afc1939007_afs02473a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02473a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02473a/,0,0,http://www.loc.gov/item/afc1939007_afs02473a/,,,
,,,,,,,,,application/json,,,Unknown title,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02473a/,0,0,http://www.loc.gov/item/afc1939007_afs02473a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02473a.wav,,,1.0,22610052.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02473a/,0,0,http://www.loc.gov/item/afc1939007_afs02473a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02472b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02472b.mp3,0589F46C1EF506EEE0538C93F02806EE,A,"['Unknown title', 'Chicago, IL, October 25, 1938']",application/x-audio,Unknown title,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02472b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02472b/,0,0,http://www.loc.gov/item/afc1939007_afs02472b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02472b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02472b/,0,0,http://www.loc.gov/item/afc1939007_afs02472b/,,,
,,,,,,,,,application/json,,,Unknown title,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02472b/,0,0,http://www.loc.gov/item/afc1939007_afs02472b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02472b.wav,,,1.0,28115076.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02472b/,0,0,http://www.loc.gov/item/afc1939007_afs02472b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02472a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02472a.mp3,0589F466ECDD0102E0538C93F0280102,A,"['Unknown title', 'Chicago, IL, October 25, 1938']",application/x-audio,Unknown title,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02472a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02472a/,0,0,http://www.loc.gov/item/afc1939007_afs02472a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02472a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02472a/,0,0,http://www.loc.gov/item/afc1939007_afs02472a/,,,
,,,,,,,,,application/json,,,Unknown title,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02472a/,0,0,http://www.loc.gov/item/afc1939007_afs02472a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02472a.wav,,,1.0,26075268.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02472a/,0,0,http://www.loc.gov/item/afc1939007_afs02472a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02471b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02471b.mp3,0589F461BB330088E0538C93F0280088,A,"['Unknown title', 'Chicago, IL, October 25, 1938']",application/x-audio,Unknown title,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02471b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02471b/,0,0,http://www.loc.gov/item/afc1939007_afs02471b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02471b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02471b/,0,0,http://www.loc.gov/item/afc1939007_afs02471b/,,,
,,,,,,,,,application/json,,,Unknown title,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02471b/,0,0,http://www.loc.gov/item/afc1939007_afs02471b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02471b.wav,,,1.0,40403076.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02471b/,0,0,http://www.loc.gov/item/afc1939007_afs02471b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02471a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02471a.mp3,0589F45C6BB80208E0538C93F0280208,A,"['Unknown title', 'Chicago, IL, October 25, 1938']",application/x-audio,Unknown title,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02471a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02471a/,0,0,http://www.loc.gov/item/afc1939007_afs02471a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02471a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02471a/,0,0,http://www.loc.gov/item/afc1939007_afs02471a/,,,
,,,,,,,,,application/json,,,Unknown title,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02471a/,0,0,http://www.loc.gov/item/afc1939007_afs02471a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02471a.wav,,,1.0,26812548.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02471a/,0,0,http://www.loc.gov/item/afc1939007_afs02471a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02470b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02470b.mp3,0589F45732CA0682E0538C93F0280682,A,"['Red River jig; White River two step', 'Odanah, Wisconsin, October 16, 1938']",application/x-audio,Red River jig; White River two step,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02470b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02470b/,0,0,http://www.loc.gov/item/afc1939007_afs02470b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02470b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02470b/,0,0,http://www.loc.gov/item/afc1939007_afs02470b/,,,
,,,,,,,,,application/json,,,Red River jig; White River two step,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02470b/,0,0,http://www.loc.gov/item/afc1939007_afs02470b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02470b.wav,,,1.0,43966596.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02470b/,0,0,http://www.loc.gov/item/afc1939007_afs02470b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02470a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02470a.mp3,0589F452000301B4E0538C93F02801B4,A,"['Fiddle tunes, numbers 1, 2, 3, & 4.; White River two step', 'Odanah, Wisconsin, October 16, 1938']",application/x-audio,"Fiddle tunes, numbers 1, 2, 3, & 4.; White River two step",http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02470a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02470a/,0,0,http://www.loc.gov/item/afc1939007_afs02470a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02470a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02470a/,0,0,http://www.loc.gov/item/afc1939007_afs02470a/,,,
,,,,,,,,,application/json,,,"Fiddle tunes, numbers 1, 2, 3, & 4.; White River two step",,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02470a/,0,0,http://www.loc.gov/item/afc1939007_afs02470a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02470a.wav,,,1.0,47898756.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02470a/,0,0,http://www.loc.gov/item/afc1939007_afs02470a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02469b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02469b.mp3,0589F44CCBF50100E0538C93F0280100,A,"['Red River Jig; Squaw dance', 'Odanah, Wisconsin, October 16, 1938']",application/x-audio,Red River Jig; Squaw dance,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02469b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02469b/,0,0,http://www.loc.gov/item/afc1939007_afs02469b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02469b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02469b/,0,0,http://www.loc.gov/item/afc1939007_afs02469b/,,,
,,,,,,,,,application/json,,,Red River Jig; Squaw dance,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02469b/,0,0,http://www.loc.gov/item/afc1939007_afs02469b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02469b.wav,,,1.0,47382660.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02469b/,0,0,http://www.loc.gov/item/afc1939007_afs02469b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02469a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02469a.mp3,0589F4479CE406E2E0538C93F02806E2,A,"['Fiddle tunes, numbers 1, 2, 3, & 4.; Squaw Dance', 'Odanah, Wisconsin, October 16, 1938']",application/x-audio,"Fiddle tunes, numbers 1, 2, 3, & 4.; Squaw Dance",http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02469a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02469a/,0,0,http://www.loc.gov/item/afc1939007_afs02469a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02469a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02469a/,0,0,http://www.loc.gov/item/afc1939007_afs02469a/,,,
,,,,,,,,,application/json,,,"Fiddle tunes, numbers 1, 2, 3, & 4.; Squaw Dance",,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02469a/,0,0,http://www.loc.gov/item/afc1939007_afs02469a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02469a.wav,,,1.0,47702148.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02469a/,0,0,http://www.loc.gov/item/afc1939007_afs02469a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02468b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02468b.mp3,0589F4429A4A04FCE0538C93F02804FC,A,"['Unknown title; Tuonne taakse metsamaan, sydammeni palaa', 'Ironwood, MI, October 15, 1938']",application/x-audio,"Unknown title; Tuonne taakse metsamaan, sydammeni palaa",http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02468b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02468b/,0,0,http://www.loc.gov/item/afc1939007_afs02468b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02468b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02468b/,0,0,http://www.loc.gov/item/afc1939007_afs02468b/,,,
,,,,,,,,,application/json,,,"Unknown title; Tuonne taakse metsamaan, sydammeni palaa",,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02468b/,0,0,http://www.loc.gov/item/afc1939007_afs02468b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02468b.wav,,,1.0,45072516.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02468b/,0,0,http://www.loc.gov/item/afc1939007_afs02468b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02468a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02468a.mp3,0589F43D5D5D017AE0538C93F028017A,A,"['Unknown title', 'Ironwood, MI, October 15, 1938']",application/x-audio,Unknown title,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02468a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02468a/,0,0,http://www.loc.gov/item/afc1939007_afs02468a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02468a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02468a/,0,0,http://www.loc.gov/item/afc1939007_afs02468a/,,,
,,,,,,,,,application/json,,,Unknown title,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02468a/,0,0,http://www.loc.gov/item/afc1939007_afs02468a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02468a.wav,,,1.0,38707332.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02468a/,0,0,http://www.loc.gov/item/afc1939007_afs02468a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02467b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02467b.mp3,0589F43829E3067EE0538C93F028067E,A,"['Minne kay tuulen ilmassa tie; Kalevala (pieni osa)', 'Ironwood, MI, October 15, 1938']",application/x-audio,Minne kay tuulen ilmassa tie; Kalevala (pieni osa),http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02467b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02467b/,0,0,http://www.loc.gov/item/afc1939007_afs02467b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02467b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02467b/,0,0,http://www.loc.gov/item/afc1939007_afs02467b/,,,
,,,,,,,,,application/json,,,Minne kay tuulen ilmassa tie; Kalevala (pieni osa),,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02467b/,0,0,http://www.loc.gov/item/afc1939007_afs02467b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02467b.wav,,,1.0,45932676.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02467b/,0,0,http://www.loc.gov/item/afc1939007_afs02467b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02467a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02467a.mp3,0589F42F6F680086E0538C93F0280086,A,"[""Bachelor's Song"", 'Ironwood, MI, October 15, 1938']",application/x-audio,Bachelor's Song,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02467a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02467a/,0,0,http://www.loc.gov/item/afc1939007_afs02467a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02467a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02467a/,0,0,http://www.loc.gov/item/afc1939007_afs02467a/,,,
,,,,,,,,,application/json,,,Bachelor's Song,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02467a/,0,0,http://www.loc.gov/item/afc1939007_afs02467a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02467a.wav,,,1.0,44064900.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02467a/,0,0,http://www.loc.gov/item/afc1939007_afs02467a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02466a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02466a.mp3,0589F42A07CF01FCE0538C93F02801FC,A,"['Voleur, moi qui est voleur', 'Baraga, MI, October 15, 1938']",application/x-audio,"Voleur, moi qui est voleur",http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02466a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02466a/,0,0,http://www.loc.gov/item/afc1939007_afs02466a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02466a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02466a/,0,0,http://www.loc.gov/item/afc1939007_afs02466a/,,,
,,,,,,,,,application/json,,,"Voleur, moi qui est voleur",,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02466a/,0,0,http://www.loc.gov/item/afc1939007_afs02466a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02466a.wav,,,1.0,47407236.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02466a/,0,0,http://www.loc.gov/item/afc1939007_afs02466a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02465b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02465b.mp3,0589F424ACF9047EE0538C93F028047E,A,"['French ballad', 'Baraga, MI, October 15, 1938']",application/x-audio,French ballad,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02465b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02465b/,0,0,http://www.loc.gov/item/afc1939007_afs02465b/,,,
